spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,Bronx,Brooklyn,EWR,Manhattan,Queens,Staten Island,day,month,range
0.30952380952380953,0.03,0.2931726907630518,0.45121951219512196,0.6769230769230745,0.1607142857142857,0.0,0.0,0.47368421052631576,0,0,0,0,1,0,0,21,2,7
0.2857142857142857,1.0,0.42168674698795183,0.4634146341463415,0.3115384615384613,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,28,3,3
0.38095238095238093,1.0,0.4457831325301205,0.524390243902439,0.3538461538461526,0.0,0.20631720430107503,0.7161111111111096,0.0,1,0,0,0,0,1,0,19,1,5
0.14285714285714285,1.0,0.27710843373493976,0.21951219512195122,0.7096153846153825,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,6,1,1
0.6666666666666666,1.0,0.16867469879518074,0.0975609756097561,0.565384615384616,0.0,0.0,0.0,0.42105263157894735,0,0,0,0,1,0,0,13,2,6
0.22857142857142854,0.27,0.4144578313253012,0.6048780487804879,0.7153846153846146,0.26785714285714285,0.26344086021505403,0.35857142857142854,0.0,0,0,0,0,0,1,0,3,1,8
0.23809523809523808,1.0,0.674698795180723,0.5609756097560976,0.25,0.0,0.0,0.4309523809523809,0.0,0,0,1,0,0,0,0,27,4,6
0.3333333333333333,1.0,0.4578313253012048,0.6463414634146342,0.5730769230769255,0.0,0.0,0.014285714285714284,0.0,0,0,0,0,0,1,0,10,4,3
0.47619047619047616,1.0,0.46987951807228917,0.6341463414634146,0.671153846153846,0.0,0.00806451612903226,0.0,0.0,0,0,0,0,1,0,0,8,4,3
0.38095238095238093,1.0,0.3012048192771084,0.41463414634146345,0.4923076923076941,0.0,0.0,0.0047619047619047615,0.42105263157894735,0,1,0,0,0,0,0,10,2,2
0.0,0.4,0.5060240963855422,0.6463414634146342,0.36538461538461675,0.0,0.01612903225806452,0.0,0.7083333333333316,0,0,0,0,0,0,1,4,3,6
0.10714285714285714,0.41250000000000003,0.4307228915662651,0.6128048780487805,0.5519230769230781,0.0,0.03225806451612904,0.1424603174603176,0.015350877192982471,0,1,0,0,0,0,0,12,1,8
0.0,1.0,0.5301204819277109,0.5975609756097562,0.6423076923076927,0.0,0.0,0.04126984126984128,0.0,0,0,0,1,0,0,0,6,4,2
0.38095238095238093,1.0,0.6987951807228916,0.6097560975609757,0.5961538461538467,0.0,0.0,0.09206349206349192,0.0,0,0,0,0,0,1,0,6,4,7
0.2857142857142857,1.0,0.5903614457831325,0.5487804878048781,0.2634615384615415,0.0,0.01612903225806452,0.3357142857142857,0.0,0,0,0,1,0,0,0,27,4,2
0.38095238095238093,1.0,0.20481927710843376,0.20731707317073172,0.6750000000000007,0.0,0.0,0.0,0.010964912280701736,0,0,0,1,0,0,0,10,1,4
0.2857142857142857,1.0,0.7228915662650603,0.6219512195121951,0.6692307692307722,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,15,5,1
0.2857142857142857,1.0,0.6867469879518073,0.5365853658536586,0.4461538461538481,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,3,4,1
0.3333333333333333,1.0,0.746987951807229,0.7317073170731707,0.3788461538461547,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,20,5,2
0.0,1.0,0.9638554216867471,0.9512195121951219,0.5288461538461533,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,17,5,7
0.0,1.0,0.7228915662650603,0.8292682926829269,0.559615384615384,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,19,5,1
0.3333333333333333,1.0,0.9879518072289158,0.9268292682926829,0.3461538461538467,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,12,5,6
0.2857142857142857,1.0,0.6867469879518073,0.5731707317073171,0.4250000000000007,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,3,4,1
0.14285714285714285,1.0,0.4939759036144578,0.4024390243902439,0.5692307692307708,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,5,4,2
0.14285714285714285,1.0,0.783132530120482,0.7926829268292683,0.5749999999999993,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,9,5,1
0.23809523809523808,1.0,0.7228915662650603,0.7195121951219512,0.5846153846153825,0.0,0.0,0.0825396825396824,0.0,0,1,0,0,0,0,0,14,4,1
0.7142857142857142,1.0,0.3493975903614458,0.3170731707317073,0.44423076923077076,0.0,0.0,0.026190476190476188,0.0,0,0,0,1,0,0,0,18,3,4
0.3571428571428571,1.0,0.9036144578313254,0.6341463414634146,0.5057692307692321,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,3,5,7
0.5238095238095237,1.0,0.5421686746987953,0.5365853658536586,0.3807692307692321,0.0,0.0,0.023809523809523808,0.0,0,0,0,1,0,0,0,31,3,1
0.38095238095238093,1.0,0.3253012048192771,0.3048780487804878,0.49807692307692264,0.0,0.0,0.04285714285714285,0.42105263157894735,0,0,0,0,0,1,0,11,2,6
0.23809523809523808,1.0,0.8433734939759037,0.6463414634146342,0.4096153846153854,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,22,5,6
0.14285714285714285,1.0,0.2891566265060241,0.1951219512195122,0.638461538461538,0.0,0.0,0.07817460317460333,0.42105263157894735,0,1,0,0,0,0,0,29,1,2
0.42857142857142855,1.0,0.7710843373493976,0.6951219512195121,0.657692307692308,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,6,5,5
0.2857142857142857,0.7000000000000001,0.5421686746987953,0.6219512195121951,0.40576923076923066,0.0,0.0,0.009523809523809523,0.0,0,0,0,0,0,1,0,22,3,1
0.14285714285714285,1.0,0.8915662650602411,0.6707317073170732,0.6788461538461554,0.0,0.0,0.039682539682539666,0.0,0,0,0,0,0,0,1,24,5,6
0.0,1.0,0.5662650602409639,0.6707317073170732,0.4596153846153861,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,2,5,2
0.5238095238095237,1.0,0.37349397590361444,0.3780487804878049,0.5942307692307693,0.0,0.0,0.0,0.6732456140350893,0,1,0,0,0,0,0,23,2,4
0.23809523809523808,0.30000000000000004,0.5180722891566266,0.6951219512195121,0.5365384615384627,0.17857142857142858,0.0,0.0,0.6052631578947368,0,0,0,1,0,0,0,10,3,8
0.3333333333333333,0.7000000000000001,0.855421686746988,0.9512195121951219,0.6153846153846168,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,10,5,5
0.2857142857142857,1.0,0.7951807228915664,0.5121951219512195,0.6980769230769255,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,23,5,7
0.47619047619047616,0.366666666666667,0.3815261044176711,0.4471544715447159,0.36153846153846203,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,28,3,6
0.23809523809523808,0.25,0.5240963855421688,0.725609756097561,0.42884615384615543,0.03571428571428571,0.2741935483870968,0.0,0.5679824561403525,0,0,0,0,0,1,0,11,3,2
0.38095238095238093,1.0,0.3373493975903614,0.35365853658536583,0.49615384615384883,0.0,0.0,0.08809523809523809,0.0,0,0,1,0,0,0,0,18,3,5
0.2738095238095238,0.275,0.4246987951807229,0.625,0.7019230769230802,0.22619047619047605,0.32258064516129037,0.36333333333333334,0.0,0,0,0,1,0,0,0,4,1,8
0.38095238095238093,1.0,0.46987951807228917,0.20731707317073172,0.6480769230769212,0.0,0.0,0.08333333333333333,0.0,0,1,0,0,0,0,0,19,3,7
0.23809523809523808,1.0,0.21686746987951808,0.24390243902439024,0.7192307692307693,0.0,0.0,0.0,0.5789473684210527,0,1,0,0,0,0,0,27,2,5
0.2857142857142857,1.0,0.5060240963855422,0.426829268292683,0.34423076923076934,0.0,0.0,0.039682539682539666,0.0,0,0,0,1,0,0,0,24,4,1
0.23809523809523808,1.0,0.783132530120482,0.5,0.48461538461538467,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,19,4,1
0.14285714285714285,1.0,0.3012048192771084,0.3048780487804878,0.7134615384615373,0.0,0.0,0.0,0.7872807017543842,0,0,0,1,0,0,0,3,3,2
0.7142857142857142,1.0,0.03614457831325301,0.03658536585365854,0.5384615384615401,0.0,0.0,0.0,0.44517543859649106,1,0,0,0,1,0,0,16,2,1
0.14285714285714285,0.91,0.8433734939759037,0.9390243902439024,0.5269230769230759,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,16,5,8
0.42857142857142855,1.0,0.25301204819277107,0.3170731707317073,0.5557692307692292,0.0,0.0,0.0,0.5833333333333316,0,0,1,0,0,0,0,27,2,1
0.0,1.0,0.4457831325301205,0.6341463414634146,0.30576923076922924,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,27,3,5
0.38095238095238093,1.0,0.5662650602409639,0.4024390243902439,0.3807692307692321,0.0,0.7056451612903226,0.0,0.0,0,0,1,0,0,0,0,24,4,8
0.14285714285714285,1.0,0.674698795180723,0.6707317073170732,0.4750000000000014,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,13,5,4
0.38095238095238093,1.0,0.48192771084337355,0.35365853658536583,0.31923076923077076,0.0,0.00806451612903226,0.2857142857142857,0.1271929824561405,0,0,1,0,0,0,0,25,1,7
0.23809523809523808,0.91,0.21686746987951808,0.21951219512195122,0.8192307692307708,0.0,0.22177419354838712,0.0,0.8289473684210525,0,0,0,0,1,0,0,6,3,6
0.3571428571428571,1.0,0.5060240963855422,0.4634146341463415,0.3903846153846189,0.0,0.0,0.026984126984127,0.0,0,0,0,0,0,1,0,31,3,5
0.8571428571428571,1.0,0.5783132530120483,0.524390243902439,0.32692307692307665,0.0,0.052419354838709686,0.14285714285714285,0.0,0,0,0,0,0,1,0,5,1,2
0.14285714285714285,1.0,0.3132530120481928,0.32926829268292684,0.5673076923076934,0.0,0.0,0.0,0.42105263157894735,0,0,0,0,0,1,0,7,2,4
0.5,1.0,0.6867469879518073,0.6829268292682926,0.40000000000000213,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,20,5,5
0.5238095238095237,1.0,0.42168674698795183,0.3170731707317073,0.37307692307692264,0.0,0.0,0.05825396825396809,0.631578947368421,0,1,0,0,0,0,0,25,2,7
0.47619047619047616,1.0,0.24096385542168677,0.1951219512195122,0.5865384615384599,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,17,1,1
0.7142857142857142,1.0,0.10843373493975905,0.10975609756097561,0.46538461538461817,0.0,0.0,0.0047619047619047615,0.42105263157894735,0,0,0,0,1,0,0,13,2,3
0.14285714285714285,0.6000000000000001,0.8795180722891567,0.853658536585366,0.5634615384615387,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,8,5,5
0.2857142857142857,1.0,0.48192771084337355,0.43902439024390244,0.5423076923076948,0.0,0.0,0.37515873015872997,0.8223684210526315,0,0,1,0,0,0,0,9,3,3
0.2857142857142857,1.0,0.7951807228915664,0.6829268292682926,0.60576923076923,0.0,0.0,0.0682539682539681,0.0,0,0,0,0,0,0,1,13,4,7
0.22222222222222235,0.6333333333333331,0.40963855421686746,0.5731707317073171,0.33076923076923137,0.0,0.0,0.0,0.7258771929824578,0,0,1,0,0,0,0,4,3,4
0.47619047619047616,1.0,0.39759036144578314,0.5121951219512195,0.6615384615384627,0.0,0.15658602150537662,0.14722222222222237,0.0,0,0,1,0,0,0,0,13,1,3
0.0,1.0,0.9036144578313254,0.6219512195121951,0.5153846153846153,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,3,5,6
0.2857142857142857,1.0,0.42168674698795183,0.18292682926829268,0.5865384615384599,0.0,0.20430107526881697,0.0,0.0,0,0,0,0,0,0,1,23,3,7
0.3333333333333333,1.0,0.13253012048192772,0.15853658536585366,0.6480769230769212,0.0,0.0,0.0,0.42105263157894735,0,0,0,1,0,0,0,6,2,4
0.2857142857142857,1.0,0.43373493975903615,0.15853658536585366,0.8596153846153811,0.0,0.0,0.0047619047619047615,0.21491228070175422,0,0,0,1,0,0,0,13,3,2
0.15476190476190477,0.29500000000000004,0.48192771084337355,0.6707317073170732,0.282692307692308,0.2619047619047618,0.012096774193548387,0.07857142857142857,0.0,0,0,0,1,0,0,0,18,1,8
0.0,1.0,0.8915662650602411,0.6219512195121951,0.2326923076923073,0.0,0.0,0.023809523809523808,0.0,0,1,0,0,0,0,0,29,4,7
0.42857142857142855,1.0,0.6265060240963856,0.5853658536585367,0.6038461538461526,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,19,4,8
0.23809523809523808,1.0,0.2891566265060241,0.2682926829268293,0.48076923076922995,0.0,0.0,0.014285714285714284,0.10526315789473684,0,1,0,0,0,0,0,26,1,3
0.38095238095238093,1.0,0.4578313253012048,0.48780487804878053,0.3230769230769255,0.0,0.0,0.1285714285714286,0.0,0,0,0,0,0,0,1,28,3,2
0.6666666666666666,1.0,0.024096385542168676,0.012195121951219523,0.5019230769230774,0.0,0.0,0.04285714285714285,0.47368421052631576,0,0,0,0,0,1,0,20,2,3
0.23809523809523808,1.0,0.9277108433734941,0.9634146341463414,0.5480769230769234,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,10,5,8
0.14285714285714285,1.0,0.6987951807228916,0.7073170731707317,0.5557692307692292,0.0,0.02822580645161291,0.026190476190476188,0.0,0,0,0,0,0,0,1,7,4,4
0.23809523809523808,1.0,0.5783132530120483,0.6707317073170732,0.4192307692307722,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,5,3
0.2857142857142857,0.6000000000000001,0.22891566265060245,0.2682926829268293,0.684615384615384,0.0,0.0,0.10714285714285714,0.6842105263157894,0,0,0,0,0,1,0,6,3,1
0.23809523809523808,1.0,0.3493975903614458,0.3780487804878049,0.41153846153846274,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,16,1,2
0.2857142857142857,1.0,0.22891566265060245,0.2682926829268293,0.5730769230769255,0.0,0.0,0.0,0.5789473684210527,0,0,1,0,0,0,0,27,2,2
0.2857142857142857,1.0,0.5421686746987953,0.5,0.592307692307692,0.0,0.024193548387096774,0.0,0.0,0,0,0,0,0,1,0,12,4,1
0.3333333333333333,1.0,0.24096385542168677,0.2804878048780488,0.4480769230769255,0.0,0.0,0.2234126984126986,0.631578947368421,0,0,1,0,0,0,0,25,2,8
0.3333333333333333,1.0,0.3855421686746988,0.29268292682926833,0.5057692307692321,0.0,0.0,0.19285714285714287,0.0,0,0,0,0,0,1,0,18,3,6
0.5238095238095237,1.0,0.819277108433735,0.6585365853658537,0.43461538461538396,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,22,5,7
0.23809523809523808,1.0,0.6927710843373495,0.8048780487804879,0.5500000000000007,0.0,0.0,0.07777777777777761,0.0,0,0,0,0,0,1,0,14,4,4
0.2857142857142857,0.7000000000000001,0.40963855421686746,0.524390243902439,0.45576923076923137,0.0,0.0,0.0,0.42105263157894735,0,0,1,0,0,0,0,8,2,2
0.44444444444444425,0.0666666666666667,0.37349397590361444,0.5609756097560976,0.2942307692307722,0.2976190476190475,0.0,0.0,0.32456140350877205,0,0,0,0,0,1,0,2,2,3
0.2857142857142857,1.0,0.2891566265060241,0.3780487804878049,0.43461538461538396,0.0,0.0,0.0,0.5986842105263157,0,0,0,0,1,0,0,26,2,7
0.09523809523809523,0.19333333333333302,0.7951807228915664,0.9878048780487805,0.5576923076923066,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,17,5,4
0.38095238095238093,1.0,0.21686746987951808,0.18292682926829268,0.6942307692307708,0.0,0.0,0.0,0.02192982456140353,0,0,1,0,0,0,0,8,1,7
0.14285714285714285,1.0,0.7710843373493976,0.7195121951219512,0.6461538461538474,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,6,5,6
0.7619047619047619,1.0,0.1927710843373494,0.08536585365853659,0.37307692307692264,0.0,0.0,0.039682539682539666,0.49671052631578944,0,1,0,0,0,0,0,19,2,8
0.6190476190476191,1.0,0.5180722891566266,0.5609756097560976,0.41538461538461746,0.0,0.0,0.009523809523809523,0.0,0,1,0,0,0,0,0,22,3,2
0.42857142857142855,1.0,0.46987951807228917,0.4024390243902439,0.36153846153846203,0.0,0.0,0.039682539682539666,0.0,0,0,0,0,0,1,0,24,4,2
0.23809523809523808,1.0,0.26506024096385544,0.29268292682926833,0.42307692307692335,0.0,0.0,0.06666666666666667,0.631578947368421,0,0,0,1,0,0,0,18,2,2
0.9523809523809523,1.0,0.5903614457831325,0.5731707317073171,0.21923076923076934,0.0,0.07258064516129033,0.0,0.0,0,0,0,0,0,1,0,17,3,7
0.5238095238095237,1.0,0.16867469879518074,0.17073170731707318,0.7403846153846168,0.0,0.0,0.0,0.017543859649122792,0,1,0,0,0,0,0,10,1,5
0.3333333333333333,1.0,0.4939759036144578,0.5487804878048781,0.4192307692307722,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,22,3,2
0.2857142857142857,1.0,0.4457831325301205,0.6158536585365855,0.31538461538461604,0.03571428571428571,0.0,0.023809523809523808,0.0,0,0,0,1,0,0,0,31,3,7
0.23809523809523808,0.91,0.42168674698795183,0.5,0.45576923076923137,0.0,0.0,0.009523809523809523,0.42105263157894735,0,0,0,0,0,1,0,8,2,2
0.0,1.0,0.6265060240963856,0.5731707317073171,0.3346153846153861,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,22,4,2
0.2857142857142857,1.0,0.6506024096385543,0.41463414634146345,0.5826923076923087,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,15,4,5
0.38095238095238093,1.0,0.5180722891566266,0.1951219512195122,0.7461538461538488,0.0,0.0,0.0,0.2631578947368421,0,0,0,1,0,0,0,12,3,6
0.2857142857142857,1.0,0.5903614457831325,0.5731707317073171,0.3173076923076934,0.0,0.2701612903225807,0.0,0.0,0,0,0,1,0,0,0,17,3,2
0.42857142857142855,1.0,0.13253012048192772,0.15853658536585366,0.7500000000000036,0.0,0.0,0.0,0.030701754385964897,0,0,0,0,0,1,0,8,1,5
0.23809523809523808,1.0,0.39759036144578314,0.426829268292683,0.4192307692307722,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,20,1,5
0.23809523809523808,1.0,0.22891566265060245,0.32926829268292684,0.421153846153846,0.0,0.0,0.023809523809523808,0.015350877192982471,0,0,0,0,0,1,0,7,1,4
0.3333333333333333,1.0,0.4457831325301205,0.4634146341463415,0.3884615384615415,0.0,0.0,0.4232539682539681,0.0,0,1,0,0,0,0,0,20,1,1
0.42857142857142855,1.0,0.6265060240963856,0.6707317073170732,0.453846153846154,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,2,5,8
0.38095238095238093,1.0,0.7228915662650603,0.7073170731707317,0.5692307692307708,0.0,0.0,0.09206349206349192,0.0,0,0,0,1,0,0,0,7,4,1
0.22619047619047616,0.17600000000000002,0.22650602409638557,0.3439024390243902,0.5865384615384599,0.0,0.040322580645161296,0.015079365079365093,0.0,0,0,0,0,1,0,0,6,1,6
0.23809523809523808,1.0,0.5542168674698796,0.5975609756097562,0.6346153846153868,0.0,0.0,0.012698412698412714,0.0,0,0,0,1,0,0,0,6,4,1
0.42857142857142855,1.0,0.20481927710843376,0.21951219512195122,0.2923076923076948,0.0,0.030913978494623632,0.0,0.5394736842105263,0,0,0,1,0,0,0,19,2,3
0.3333333333333333,0.65,0.39156626506024095,0.5304878048780488,0.42692307692307807,0.0,0.0,0.009523809523809523,0.42105263157894735,0,0,0,0,0,1,0,8,2,4
